Indian Port,Cush,BE_NO,BE_DATE,CTH,ITEM,GRADE,QTY,UQC,UNIT_VALUE_INR,InvoiceUnitPriceFC,Invoice_Currency,TOTAL_VALUE,UPI,Total_Duty_Paid,IEC,IMPORTER,ADDRESS,CITY,Supp_Name,Supp_Address,CHA_NAME,Port_Of_Shipment,COUNTRY
Jnpt,Innsa1,0,2026-01-23,29419090,Azithromycin Ip Azithromycin Ip,IP,2775,Kg,12772,140,Usd,63862208,,17712184,0395065895,G C Chemie Pharmie Ltd,"5/C Shree Laxmi Industraial Estate, New Link Road, Andheri (W)","Mumbai, Maharashtra",Brilliant Pharmaceutical Ltd,"Brilliant Pharmaceutical Limited..Unit 02,25/F Wai Wah Commercial Cen Tre No.6 Wilmer Street,Sai Ying Pun,Hong Kong Chinachina",29,Shanghai,China
Jnpt,Innsa1,2859643,2025-06-25,29419090,Azithromycin Usp/Ip Azithromycin Usp/Ip,USP,2787,Kg,12271,143.35,Usd,1638178.5,,331485.41,0895001390,Cadila Pharmaceuticals Ltd,"Cadila Corporate Campus,Sarkhej Dholka Road, Bhat","Ahmedabad, Gujarat",Zhejiang Guobang Pharmaceutical Co Ltd,",Ltdno.6 Weiwu Road, Hangzhou Gulfs Hangyu Economic And Technologicalde Velopment Zone, Zhejiang China",29,Shanghai,China
Jnpt,Innsa1,2859643,2025-06-25,29419090,Azithromycin Usp/Ip Azithromycin Usp/Ip,USP,2800,Kg,12271,143.35,Usd,2249274.25,,455140.69,0895001390,Cadila Pharmaceuticals Ltd,"Cadila Corporate Campus,Sarkhej Dholka Road, Bhat","Ahmedabad, Gujarat",Zhejiang Guobang Pharmaceutical Co Ltd,",Ltdno.6 Weiwu Road, Hangzhou Gulfs Hangyu Economic And Technologicalde Velopment Zone, Zhejiang China",29,Shanghai,China
Jnpt,Innsa1,4325844,2025-09-05,29419090,Azithromycin Ip Azithromycin Ip,IP,2800,Kg,12294.1,138,Usd,24588198,,6819537,0388077051,Dilipkumar And Co,606 6Th Fl Arun Chambers Tardeo Main Rd,,Brilliant Pharmaceutical Ltd,"Office F,32/F,Plaza 88 No.88 Yeung Uk Road. Tsuen Wan, Nt,Hong Kong,Ch Ina China",29,Shanghai,China
Jnpt,Innsa1,2082567,2025-05-16,29419090,Azithromycin Ip Azithromycin Ip,IP,2875,Kg,11839.1,137,Usd,29597750,,8208936,0309064830,Sun Rise Enterprises,Agarwal B2B Centre 604 Kanchpada Off Link Rd. Malad West,Mumbai,Brilliant Pharmaceuticals Ltd,"Office F, 32/F, Plaza 88 No. 88 Yeu Ng Uk Road, Tsuen Wan, Nt Hong Kong , China Hebei, , China China",29,Shanghai,China
Jnpt,Innsa1,4427456,2025-09-10,29415000,"Azithromycin Ip/Usp (Cas No.: 117772-70-0) (Iupac Name:(2R,3S,4R,5R,8R,10R,11R,128,138,14R)-13-[(2,6-Dideoxy-3-C-Methyl-Azithromycin Ip/Usp",USP,2875,Kg,12371,139,Usd,30927500,,0,0397031441,Bliss Gvs Pharma Ltd,"102,Hyde Park,Sakivihar Road Andheri(E)",,Sinobright Pharmaceutical Industries,"S Limitedoffice F, 32/F, Plaza 88 N O.88 Yeunguk Road, Tsuen Wan, Nt, H Ong Kongchina",29,Shanghai,China
Jnpt,Innsa1,2049182,2025-05-14,29415000,Azithromycin Amine Azithromycin Ip/Usp,USP,2950,Kg,11035.95,129,Usd,27589876,,0,0399015035,Kopran Research Laboratories Ltd,Parijat House 1076 Dr. E. Moses Road Worli,"Mumbai ,Maharashtra",Zhejiang Guobang Pharmaceutical Co Ltd,"No.6,Weiwu Road,Hangzhou Gulf Shang Yu Economic And Technological Devel Opment Zone,Zhejiang China",29,Shanghai,China
Delhi,Indel4,4266590,2025-09-03,29419090,Azithromycin Dihydrate Ip/Usp/Ep (Batch No. I250809015) Azithromycin Dihydrate Ip/Usp/Ep (Batch No. I250809015),USP,2975,Kg,12030.76,134.5,Usd,12030.76,,3336.7,2208003012,Associated Biotech,"Village Kishanpura, Teh.Nalagarh. Guru Majra Road, Baddi",,Ningxia Taiyicin Biotech Co Ltd,Pacific Road No 1 Nuanquan Economic Zone Helan County Yinchuan Ningxia China,29,Shanghai,China
Jnpt,Innsa1,2797661,2025-06-21,29419090,Azithromycin Amine Azithromycin Amine,USP,3000,Kg,10693.84,124.93,Usd,5346922.5,,1081949.75,0391129988,Unimax Chemicals Pvt Ltd,"E-116, M.I.D.C., Tarapur,Boisar, Dist. Thane,",,Ningxia Taiyicin Biotech Co Ltd,"Pacific Road No.1 Nuanquan Economic Zone,Helan Country, Yinchuanningxi A, China",29,Shanghai,China
Jnpt,Innsa1,2784895,2025-06-20,29419090,Azithromycin Amine Azithromycin Amine,USP,3000,Kg,10693.84,124.93,Usd,5346922.5,,1482968.88,0391129988,Unimax Chemicals Pvt Ltd,"E-116, M.I.D.C., Tarapur,Boisar, Dist. Thane,",,Ningxia Taiyicin Biotech Co Ltd,"Pacific Road No.1 Nuanquan Economic Zone,Helan Country, Yinchuanningxi A, China",29,Shanghai,China
Jnpt,Innsa1,2286964,2025-05-26,29419090,Azithromycin Amine Azithromycin Amine,USP,3000,Kg,10693.84,124.93,Usd,21387690,,5931875.5,0391129988,Unimax Chemicals Pvt Ltd,E-116 M.I.D.C. Tarapur Boisar Dist. Thane,,Ningxia Taiyicin Biotech Co Ltd,"Pacific Road No.1 Nuanquan Economic Zone,Helan Country, Yinchuanningxi A, China",29,Shanghai,China
Jnpt,Innsa1,2774601,2025-06-20,29419090,Azithromycin Amine. (Not For Medicine Use). Azithromycin Amine. (Not For Medicine Use).,USP,3000,Kg,10718.16,125.21,Usd,21436314,,5945362,3498003259,Envee Drugs Pvt Ltd,"N.H. No.8, B/H. K. Manibhai Godown,Dumral, Tal. Nadiad",Dist. Kheda (Gujarat),Ningxia Taiyicin Biotech Co Ltd,"Pacific Road No. 1, Nuanquan Econom Ic Zone, Helan County, Yinchuan, Ni Ngxia, China ., , China China",29,Shanghai,China
Jnpt,Innsa1,2892738,2025-06-26,29419090,Azithromycin Amine Azithromycin Amine,USP,3000,Kg,10830.33,126.52,Usd,23014452,,6383058.5,0389021601,Anuh Pharma Ltd,"3-A, Shiv Sagar Estate, North Wing,,Dr. Annie Besant Road, Worli,","Bombay ,Maharashtra",Hong Kong Osiris International Co Ltd,"Room 1003, 10/F Tower 1, Lippo Cent Re 89 Queensway Admiralty H.K. Hong Kong, , China China",29,Shanghai,China
Jnpt,Innsa1,9762846,2025-04-29,29419090,Azithromycin Amine Azithromycin Amine,USP,3000,Kg,10865,123,Usd,32595000,,0,0398002223,Calyx Chemicals And Pharmaceuticals Ltd,Unit No 2 Marwahs Complex Marwah Eatate Sakinaka Sakivihar Road,"Andheri,East, Mumbai ,Maharashtra",Ningxia Taiyicin Biotech Co Ltd,Pacific Road No.1 Nuanquan Economic Zone Helan Country Yinchuan Ningx Ia China,29,Shanghai,China
Jnpt,Innsa1,2867601,2025-06-25,29419090,Azithromycin Amine Having Purity Nmt 94% Azithromycin Amine Having Purity Nmt 94%,USP,3000,Kg,10903.34,127.38,Usd,130840040,,36288484,0388036591,Mehta Pharmaceutical Industries,"314,Janki Centre,Plot No.29,,Shah Indl Est,Off Veera Desai Rd",Andheri(W) Maharashtra,Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village, Zhongxinhe Town, Qiezihe District, China",29,Shanghai,China
Jnpt,Innsa1,2570147,2025-06-10,29419090,Azithromycin Amine. (Not For Medicine Use). Azithromycin Amine. (Not For Medicine Use).,USP,3000,Kg,10968.76,128.14,Usd,16453137,,4563277.5,3498003259,Envee Drugs Pvt Ltd,"N.H. No.8, B/H. K. Manibhai Godown,Dumral, Tal. Nadiad",Dist. Kheda (Gujarat),Ningxia Taiyicin Biotech Co Ltd,"Pacific Road No. 1, Nuanquan Econom Ic Zone, Helan County, Yinchuan, Ni Ngxia, China ., , China China",29,Shanghai,China
Jnpt,Innsa1,2323334,2025-05-28,29419090,Azithromycin Amine. (Not For Medicine Use). Azithromycin Amine. (Not For Medicine Use).,USP,3000,Kg,10968.76,128.14,Usd,21937516,,6084370,3498003259,Envee Drugs Pvt Ltd,N.H. No.8 B/H. K. Manibhai Godown Dumral Tal. Nadiad,Dist. Kheda (Gujarat),Ningxia Taiyicin Biotech Co Ltd,"Pacific Road No. 1, Nuanquan Econom Ic Zone, Helan County, Yinchuan, Ni Ngxia, China ., , China China",29,Shanghai,China
Jnpt,Innsa1,2332326,2025-05-28,29419090,Azithromycin Ip Azithromycin Ip,IP,3000,Kg,11840.91,138.33,Usd,23681812,,4792014.5,0395065895,G C Chemie Pharmie Ltd,5/C Shree Laxmi Industraial Estate New Link Road Andheri (W),"Mumbai, Maharashtra",Brilliant Pharmaceuticals Ltd,"Office F, 32/F,Plaza 88 No. 88 Yeung Uk Road Tsuen Wan, Nt, Hong Kong China",29,Shanghai,China
Jnpt,Innsa1,2570661,2025-06-10,29419090,Azithromycin Ip (Form 10 Lic No.Il/Bd-013172 Bd-706) Azithromycin Ip (Form 10 Lic No.Il/Bd-013172 Bd-706),IP,3000,Kg,11884.75,138.84,Usd,11884750,,3296235.5,1712000128,Desource,"31, Kamat Villas,Caranzalem","Panaji, Goa",Sinobright Pharmaceutical Indusrtries Ltd,"S Limited,Office F, 32/F, Plaza 88 Yeung Uk Road, Tsuen Wan, Nt Hong Kong, China",29,Shanghai,China
Jnpt,Innsa1,2041666,2025-05-14,29419090,Azithromycin Ip/Usp/Ep. Azithromycin Ip/Usp/Ep.,USP,3000,Kg,11950.73,139.61,Usd,23901462,,6629070.5,3498003259,Envee Drugs Pvt Ltd,N.H. No.8 B/H. K. Manibhai Godown Dumral Tal. Nadiad,Dist. Kheda (Gujarat),Hebei Guolong Pharmaceutical Co Ltd,"No.9 Xingye Street, Shijiazhuang Ec Onomic And Technological Developmen T Zone, Hebei Province, China ., ., China",29,Shanghai,China
Jnpt,Innsa1,2930772,2025-06-28,29419090,Azithromycin Ip. Azithromycin Ip.,IP,3000,Kg,12018.82,140.41,Usd,24037640,,6666839.5,0303042826,Gorang International,"48, Chandra Gupta Estate,,New Link Road, Andheri (West)","Mumbai, Maharashtra.",Brilliant Pharmaceuticals Ltd,"Office F, 32/F, Plaza 88 No.88 Yeun G Uk Road, Tsuen Wan Nt, Hong Kong China ., ., China China",29,Shanghai,China
Jnpt,Innsa1,2882417,2025-06-26,29419090,Azithromycin Ip Azithromycin Ip,IP,3000,Kg,12021.49,140.44,Usd,48085952,,13336638,0395063981,Aquatic Remedies Ltd,"218/219, 2Nd Floor,Kailash Plaza,,Opp.Odeon Cinema, Vallabh Baug Lane","Ghatkopar East,Mumbai, Maharasthra",Brilliant Pharmaceuticals Ltd,"6/F Manulife Place,348 Kwun Tong Ro Ad Kowloon, Hong Kong Kowloon, , Ho Ng Kong Hong Kong",29,Shanghai,China
Delhi,Indel4,4266590,2025-09-03,29419090,"Azithromycin Dihydrate Ip/Usp/Ep (Batch No. I250409034, I250509005, I250509006, I250809015)Azithromycin Dihydrate Ip/Usp/Ep (Batch No. I250409034, I250",USP,3000,Kg,12030.76,134.5,Usd,7326735,,0,2208003012,Associated Biotech,"Village Kishanpura, Teh.Nalagarh. Guru Majra Road, Baddi",,Ningxia Taiyicin Biotech Co Ltd,Pacific Road No 1 Nuanquan Economic Zone Helan County Yinchuan Ningxia China,29,Shanghai,China
Jnpt,Innsa1,7593044,2025-01-03,29419090,Azithromycin Ip. Azithromycin Ip.,IP,3000,Kg,12134.86,140,Usd,16988798,,4711843.5,0303042826,Gorang International,"48, Chandra Gupta Estate,,New Link Road, Andheri (West)","Mumbai, Maharashtra.",Cspc Ouyi Pharmaceutical Co Ltd,"No 88 Yangzi Road, Economic And Tec Hnological Development Zone Shijiaz Huang Hebei China China, , China China",29,Shanghai,China
Jnpt,Innsa1,4375167,2025-09-08,29415000,Azithromycin Ip Azithromycin Ip,IP,3000,Kg,12193,137,Usd,6096500,,0,0310049415,Innova Captab Ltd,"172-177, Tirupati Bhavan, Rsc-1A Gorai-1, Borivali[W]",,Sinobright Pharmaceutical Industries Ltd,"Office F, 32/F, Plaza 88 No, 88 Yeu Ng Uk Road Tsuen Wan, Nt Hong Kong Tsuen, Hong Kong China",29,Shanghai,China
Jnpt,Innsa1,2967289,2025-06-30,29419090,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep,USP,3000,Kg,12278.05,143.44,Usd,12278048,,3405316.5,2209001684,Odin Healthcare Pvt Ltd,"Plot No1 Industrial Area,Chambaght,Solan Saproon Hp","Solan,Himachal Pradesh",Hebei Guolong Pharmaceutical Co Ltd,"No-9, Xingye Street, Shijiazhuang E Conomic And Technological Developme Nt Zone,Shijiazhuang,Hebei, Hebei, China",29,Shanghai,China
Chennai,Inmaa1,4278388,2025-09-03,29419090,Azithromycin Ip/Usp/Ep (Dihydrate) Azithromycin Ip/Usp/Ep (Dihydrate),USP,3000,Kg,12306,140,Usd,24612000,,6826138,0791011739,Bal Pharma Ltd,"5Th Floor,Laxmi Narayan Complex, 10/1 Palace Road",,Hebei Guolonh Pharmaceutical Co Ltd,"No.9 Xingye Street, Shuiazhuang Eco Nomic And Technological Development Zone Shijiazhuang City Cn China",29,Shanghai,China
Chennai,Inmaa1,4265620,2025-09-03,29419090,Azithromycin Ip/Usp Azithromycin Ip/Usp,USP,3000,Kg,12306,140,Usd,24612000,,4980238,0788012363,Micro Labs Ltd,"No 31, Race Course Road,Bangalore",,Zhejiang Guobang Pharmaceutical Co Ltd,"No 6, Weiwu Road, Hangzhou Gulf, Shangyu Industrial Zone, Zhejiang, China",29,Shanghai Pt,China
Jnpt,Innsa1,4247696,2025-09-02,29419090,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep,USP,3000,Kg,12446.05,140,Usd,12446053,,3451912.75,2209001684,Odin Healthcare Pvt Ltd,"Plot No1 Industrial Area,Chambaght Solan Saproon Hp",,Hebei Guolong Pharmaceutical Co Ltd,"No-9, Xingye Street, Shijiazhuang E Conomic And Technological Developme Nt Zone,Shijiazhuang,Hebei, Hebei, China",29,Shanghai,China
Delhi,Indel4,2223393,2025-05-22,29419090,Azithromycin Ph. Eur Azithromycin Ph. Eur,USP,3000,Kg,12528,145,Usd,8769600,,0,0514026863,Jubilant Generics Ltd,Plot No. 1A Sector 16A Institutional Area,Noida U.P.,Zhejiang Guobang Pharmaceutical Co Ltd,"No.6,Weiwu Road, Hangzhou Gulf Shangyu Economic And Technological Development Zone,,Zhejiang,P.R. China",29,Hong Kong,China
Jnpt,Innsa1,0,2026-01-17,29419090,Azithromycin Ip Azithromycin Ip,IP,3000,Kg,12771,140,Usd,63855100,,17710212,0309064830,Sun Rise Enterprises,"Agarwal B2B Centre, 604 Kanchpada Off Link Rd., Malad West,",Mumbai,Brilliant Pharmaceutical Ltd,"Brilliant Pharmaceutical Limitedunit 02, 25/F Wai Wah Commercial Centre No 6 Wilmer Street Sai Ying Hongkong Cnchina",29,Shanghai,China
Jnpt,Innsa1,0,2026-01-19,29419090,Azithromycin Ip Azithromycin Ip,IP,3000,Kg,12772,140,Usd,63862208,,17712184,0395065895,G C Chemie Pharmie Ltd,"5/C Shree Laxmi Industraial Estate, New Link Road, Andheri (W)","Mumbai, Maharashtra",Brilliant Pharmaceutical Ltd,"Brilliant Pharmaceutical Limited..Unit 02,25/F Wai Wah Commercial Cen Tre No.6 Wilmer Street,Sai Ying Pun,Hong Kong Chinachina",29,Shanghai,China
Jnpt,Innsa1,0,2026-01-16,29419090,Azithromycin Ep11/Usp43/Ip2022 Azithromycin Ep11/Usp43/Ip2022,USP,3000,Kg,12950,142,Usd,25900800,,0,0390002518,Shalina Laboratories Pvt Ltd,"96,Maker Chamber Vi, Nariman Point,","Mumbai,Maharashtra",Zhejiang Guobang Pharmaceutical Co Ltd,"Zhejiang Guobang Pharmaceutical Co., Ltdno.6,Weiwu Road, Hangzhou Gulf Shan Gyu Economic And Technological Deve Lopment Zone, Zhejiang, P.R.,.,Chin Chinachina",29,Shanghai,China
Ahemdabad,Inamd4,9542170,2025-04-17,29419090,"Azithromycin Dihydrate Ph.Eur Batch No. E129-241101-9 , Dateof Manufacture Feb 21 2025 Date Of Expiry Nov 22 2028Azithromycin Dihydrate Ph.Eur Batch No. E129-241101-9 , Date",USP,3000,Kg,13076.6,151,Usd,1307660,,0,0895001390,Cadila Pharmaceuticals Ltd,Cadila Corporate Campus Sarkhej Dholka Road Bhat,"Ahmedabad, Gujarat",Somex Pharma,600 High Road Seven Kings Iiford Essex Ig3 8Bs United Kingdom Sdnf United Kingdom,29,Shanghai,China
Jnpt,Innsa1,7574839,2025-01-02,29415000,Azithromycin Ip/Usp Azithromycin Ip/Usp,USP,3025,Kg,11871.78,138,Usd,11871776,,3292637,0305082507,General Import Co India Pvt Ltd,"501-502,Amba Sadan,,Linking Road,Khar,","Mumbai,Maharashtra",Brilliant Pharmaceutical Ltd,"Office,F,32/F, Plaza 88No.88 Yeung Uk Road, Tsuen Wan,Nt, Hong Kong Sdnf China",29,Shanghai,China
Jnpt,Innsa1,8069609,2025-01-29,29419090,Azithromycin Ip /Usp Azithromycin Ip,USP,3125,Kg,11764.45,135,Usd,47057820,,9522150,0395065895,G C Chemie Pharmie Ltd,"5/C Shree Laxmi Industraial Estate,,New Link Road, Andheri (W)","Mumbai, Maharashtra",Hong Kong Xinsheng Medical Technolo,"Gy Co., Limited Room 804, 8Th Floor , Far East Consortium Building, 121 Des Voeux Road Central",29,Shanghai,China
Jnpt,Innsa1,7633896,2025-01-06,29419090,Azithromycin Ip Azithromycin Ip,IP,3150,Kg,11959.36,138,Usd,25114656,,6965550,0395065895,G C Chemie Pharmie Ltd,"5/C Shree Laxmi Industraial Estate,,New Link Road, Andheri (W)","Mumbai, Maharashtra",Brilliant Pharmaceutical Ltd,"Office F, 32/F,Plaza 88 No. 88 Yeung Uk Road Tsuen Wan, Nt, Hong Kong China",29,Shanghai,China
Bombay,Inbom4,7943747,2025-01-23,29419090,Azithromycin Dihydrate (Normal) Azithromycin Dihydrate (Normal),USP,3150,Kg,12281.1,141,Usd,2579031,,0,0388019719,Flamingo Pharmaceuticals Ltd,"7/1,Corporate Park,Sion-Trombay,Road,Chembur,Mumbai.",Mumbai,Zhejiang Guobang Pharmaceutical Co,"Ltdno.6, Weiwu Road,Hangzhou Gulf, Shangyu Economic And Technological Development Zone,Zhejiang,312369",29,Shanghai,China
Jnpt,Innsa1,7694882,2025-01-09,29419090,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep,USP,3200,Kg,11777.6,136,Usd,18133264,,3669266,0308011945,Farmachem Life Pvt Ltd,"501, Swastik Chamber,39 S. V. Rd, Vile Parle (W)",Mumbai,Hebei Guolong Pharmaceutical Co Ltd,"No.9 Xingye Street, Shijiazhuang Ec Onomic And Technological Developmen T Zone, Hebei Province, China China",29,Xingang (China),China
Jnpt,Innsa1,7694882,2025-01-09,29419090,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep,USP,3250,Kg,11777.6,136,Usd,5421936,,1097128.75,0308011945,Farmachem Life Pvt Ltd,"501, Swastik Chamber,39 S. V. Rd, Vile Parle (W)",Mumbai,Hebei Guolong Pharmaceutical Co Ltd,"No.9 Xingye Street, Shijiazhuang Ec Onomic And Technological Developmen T Zone, Hebei Province, China China",29,Xingang (China),China
Jnpt,Innsa1,7575179,2025-01-02,29419090,Azithromycin Ip Azithromycin Ip,IP,3250,Kg,11868.88,138,Usd,23198906,,4694298.5,0308011945,Farmachem Life Pvt Ltd,"501, Swastik Chamber,39 S. V. Rd, Vile Parle (W)",Mumbai,Brilliant Pharmaceutical Ltd,"Office F,32/F,Plaza 88 No.88 Yeung Uk Road. Tsuen Wan, Nt,Hong Kong,Ch Ina China",29,Shanghai,China
Jnpt,Innsa1,7575179,2025-01-02,29419090,Azithromycin Ip Azithromycin Ip,IP,3275,Kg,11868.88,138,Usd,538847,,109035.7,0308011945,Farmachem Life Pvt Ltd,"501, Swastik Chamber,39 S. V. Rd, Vile Parle (W)",Mumbai,Brilliant Pharmaceutical Ltd,"Office F,32/F,Plaza 88 No.88 Yeung Uk Road. Tsuen Wan, Nt,Hong Kong,Ch Ina China",29,Shanghai,China
Jnpt,Innsa1,0,2026-01-10,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,3395.51,Kg,11171,123,Usd,13539404,,2638153,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Ningxia Taiyicin Biotech Co Ltd,"Ningxia Taiyicin Biotech Co. Ltd.Pacific Road No.1Nuanquan Economic Zone Helan, County Yinchuan, Ningxi A, China. , , China Chinachina",29,Shanghai,China
Jnpt,Innsa1,4366009,2025-09-08,29419090,Azithromycin Amine. (Not For Medicine Use). Azithromycin Amine. (Not For Medicine Use).,USP,3400,Kg,11041.27,124,Usd,22082550,,6124595,3498003259,Envee Drugs Pvt Ltd,"N.H. No.8, B/H. K. Manibhai Godown Dumral, Tal. Nadiad",,Ningxia Taiyicin Biotech Co Ltd,"Pacific Road No. 1, Nuanquan Econom Ic Zone, Helan County, Yinchuan, Ni Ngxia, China",29,Shanghai,China
Jnpt,Innsa1,0,2026-01-09,29419090,Azithromycin Usp Azithromycin Usp,USP,3450,Kg,12712,140,Usd,3559360,,0,3400000744,Bharat Parenterals Ltd,"Survey No.144 146, Village Haripura, Tal. Savli,","Dist.Vadodara, Gujarat",Sinobright Pharmaceutical Industries Ltd,"Sinobright Pharmaceutical Industries Ltdoffice F, 32/F, Plaza 88 No, 88 Yeu Ng Uk Road Tsuen Wan, Nt Hong Kong Tsuen, , Hong Kong China Chinachina",29,Shanghai,China
Jnpt,Innsa1,8043603,2025-01-28,29419090,Azithromycin Amine. (Not For Medicine Use). Azithromycin Amine. (Not For Medicine Use).,USP,3475,Kg,10807.34,124,Usd,27018340,,7493536.5,3498003259,Envee Drugs Pvt Ltd,"N.H. No.8, B/H. K. Manibhai Godown,Dumral, Tal. Nadiad",Dist. Kheda (Gujarat),Ningxia Taiyicin Biotech Co Ltd,"No.1 Pacific Road,Nuanquan Industri Al Zone,Helan,County,Yinchuan,Ningx Ia ., , China",29,Shanghai,China
Jnpt,Innsa1,7755248,2025-01-13,29419090,Azithromycin Ip/Ep/Usp. Azithromycin Ip/Ep/Usp.,USP,3496.01,Kg,11777.6,136,Usd,23555200,,6533034.5,3498003259,Envee Drugs Pvt Ltd,"N.H. No.8, B/H. K. Manibhai Godown,Dumral, Tal. Nadiad",Dist. Kheda (Gujarat),Hebei Guolong Pharmaceutical Co Ltd,"No.9 Xingye Street, Shijiazhuang Ec Onomic And Technological Developmen T Zone, Hebei Province, China ., ., China",29,Xingang (China),China
Jnpt,Innsa1,0,2026-01-10,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,3500,Kg,11171,123,Usd,27324574,,7578470.5,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Ningxia Taiyicin Biotech Co Ltd,"Ningxia Taiyicin Biotech Co. Ltd.Pacific Road No.1Nuanquan Economic Zone Helan, County Yinchuan, Ningxi A, China. , , China Chinachina",29,Shanghai,China
Jnpt,Innsa1,2393220,2025-05-31,29419090,Azithromycin Ip Azithromycin Ip,IP,3500,Kg,11839.94,138.32,Usd,27231872,,7552759.5,0309064830,Sun Rise Enterprises,Agarwal B2B Centre 604 Kanchpada Off Link Rd. Malad West,Mumbai,Brilliant Pharmaceuticals Ltd,"Office F,32/F, Plaza 88 No.88 Yeung Uk Road, Tsuen Wan, Nt, Hong Kong, Cn",29,Shanghai,China
Jnpt,Innsa1,7560208,2025-01-01,29419090,Azithromycin Ip Azithromycin Ip,IP,3500,Kg,12051.09,140,Usd,24102190,,6684742.5,0310025656,Eastern Chemicals Mumbai Pvt Ltd,"601, 6Th Flr, Morya Land Mark,,Ii, Oshiwara Link Rd, Opp Infinity","Mall Andheri [W], Mumbai",Cspc Ouyi Pharmaceutical Co Ltd,"No.88 Yangzi Road, Economic And Tec Hnological Development Zone, Shijia Zhuang, Hebei, China China",29,Shanghai,China
Jnpt,Innsa1,0,2026-01-09,29419090,Azithromycin Usp Azithromycin Usp,USP,3500,Kg,12712,140,Usd,8135680,,0,3400000744,Bharat Parenterals Ltd,"Survey No.144 146, Village Haripura, Tal. Savli,","Dist.Vadodara, Gujarat",Sinobright Pharmaceutical Industries Ltd,"Sinobright Pharmaceutical Industries Ltdoffice F, 32/F, Plaza 88 No, 88 Yeu Ng Uk Road Tsuen Wan, Nt Hong Kong Tsuen, , Hong Kong China Chinachina",29,Shanghai,China
Jnpt,Innsa1,9297396,2025-04-04,29415000,Azithromycin Amine Azithromycin Amine,USP,3502.11,Kg,11344.6,131,Usd,25525350,,0,3410006061,Alembic Pharmaceuticals Ltd,Alembic Road Vadodara,Gujarat,Sinobright Pharmaceutical Indusrtries Ltd,S Ltdoffice F 32/F Plaza 88 No.88 Y Eung Uk Roadtsuen Wan Nt Hong Kong Sdnf China,29,Shanghai,China
Jnpt,Innsa1,0,2026-01-09,29419090,Azithromycin Usp Azithromycin Usp,USP,3525,Kg,12712,140,Usd,1652560,,0,3400000744,Bharat Parenterals Ltd,"Survey No.144 146, Village Haripura, Tal. Savli,","Dist.Vadodara, Gujarat",Sinobright Pharmaceutical Industries Ltd,"Sinobright Pharmaceutical Industries Ltdoffice F, 32/F, Plaza 88 No, 88 Yeu Ng Uk Road Tsuen Wan, Nt Hong Kong Tsuen, , Hong Kong China Chinachina",29,Shanghai,China
Jnpt,Innsa1,0,2026-01-10,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,3625,Kg,11171,123,Usd,6054750,,0,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Ningxia Taiyicin Biotech Co Ltd,"Ningxia Taiyicin Biotech Co. Ltd.Pacific Road No.1Nuanquan Economic Zone Helan, County Yinchuan, Ningxi A, China. , , China Chinachina",29,Shanghai,China
Jnpt,Innsa1,7962983,2025-01-24,29419090,Azithromycin Ip/Usp Azithromycin Ip/Usp,USP,3640,Kg,12224.35,140.3,Usd,12224351,,3390423.75,Aagcd6581N,Dpb Pharmaceuticals Ltd,"308 Exim Link Opp Indira Container,,Yard Bhandup West","Mumbai,Maharashtra",,"Zhejiang Guobang Pharmaceutical Co Ltd. No 6, Weiwu Road, Hangzhou Gul F Shangyu Industrial Zone Zhejiang",29,Shanghai,China
Varnama,Invrm6,1819,2025-10-14,29415000,Azithromycin Amine Azithromycin Amine,USP,3650,Kg,11033.1,123,Usd,1476000,,36720364,0889010374,Century Pharmaceuticals Ltd,"406,World Trade Centre,Sayajigunj, N/A",Vadodara Guj.,Heilongjiang Lianshun Biotech Co Ltd,"Heilongjiang Lianshun Biotech Co.,Ltdjianghe Integration Green Intellige Nce Industrial Zone, Xinli Village, Qiezihe District Qitaihe City, Chinachina",29,Shanghai,China
Jnpt,Innsa1,7687753,2025-01-09,29419090,Azithromycin Ip/Usp Azithromycin Ip/Usp,USP,3650,Kg,12155.34,140.3,Usd,12155342,,3371284,Aagcd6581N,Dpb Pharmaceuticals Ltd,"308 Exim Link Opp Indira Container,,Yard Bhandup West","Mumbai,Maharashtra",,"Zhejiang Guobang Pharmaceutical Co Ltd. No 6, Weiwu Road, Hangzhou Gul F Shangyu Industrial Zone Zhejiang China",29,Shanghai,China
